image_id,annotation_id,instance_id,split,background,class_name,object_type,source_image,source_counting_mask,x,y,width,height,crop_x,crop_y,crop_width,crop_height,review_status,selected_method,used_single_method_fallback,n_methods_nonempty,mean_pairwise_iou,mean_component_score,confidence,mask_area,mask_area_ratio_to_box,mask_rectangularity,full_box_like,otsu_component_score,otsu_threshold,otsu_nonempty,adaptive_component_score,adaptive_threshold,adaptive_nonempty,adaptive_component_area,adaptive_component_area_ratio,adaptive_component_overlap_inside,adaptive_component_box_coverage,adaptive_component_center_distance,adaptive_component_bbox_iou,adaptive_component_touches_crop,sauvola_component_score,sauvola_threshold,sauvola_nonempty,sauvola_component_area,sauvola_component_area_ratio,sauvola_component_overlap_inside,sauvola_component_box_coverage,sauvola_component_center_distance,sauvola_component_bbox_iou,sauvola_component_touches_crop,otsu_component_area,otsu_component_area_ratio,otsu_component_overlap_inside,otsu_component_box_coverage,otsu_component_center_distance,otsu_component_bbox_iou,otsu_component_touches_crop
1008,99_01,99,test,bright,P.aeruginosa,other,preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,processed_plate_strategy_b_circle/counting_mask/bright/1008.png,830,137,95,94,816,123,123,122,needs_review,sauvola,True,3,0.0,0.4885759683996902,0.44543038735987606,1807,0.20235162374020157,0.39679402722880985,False,0.5021728393988174,0.326171875,True,0.437732649495025,0.13294029235839844,True,90.0,0.010078387458006719,0.9555555555555556,0.009630459126539754,0.9883701061875907,0.016010673782521682,0.0,0.5258224163052281,0.11042798310518265,True,2236.0,0.2503919372900336,0.8076923076923077,0.20223964165733482,0.3193836673357209,0.4518540089303048,1.0,47.0,0.005263157894736842,1.0,0.005263157894736842,0.6002890574143972,0.008958566629339306,0.0
1008,62_02,62,test,bright,P.aeruginosa,other,preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,processed_plate_strategy_b_circle/counting_mask/bright/1008.png,1511,314,186,185,1483,286,242,241,needs_review,adaptive,True,3,0.0,0.5141766354530087,0.4556706541812035,1976,0.05742516710258646,0.29925791306981675,False,0.5291824239452665,0.380859375,True,0.5419300521994715,0.1577441394329071,True,1938.0,0.05632083696599826,1.0,0.05632083696599826,0.6985972361488495,0.1918918918918919,0.0,0.4714174302142881,0.13150662183761597,True,330.0,0.00959023539668701,1.0,0.00959023539668701,0.8591903471299248,0.026852659110723626,0.0,308.0,0.008950886370241209,1.0,0.008950886370241209,0.5775822818331383,0.22267323861988983,0.0
1008,98_01,98,test,bright,P.aeruginosa,other,preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,processed_plate_strategy_b_circle/counting_mask/bright/1008.png,887,117,87,86,874,104,113,112,needs_review,consensus,False,3,0.004338394793926247,0.5215780422231909,0.46014965506715055,23,0.003074044373162256,0.6388888888888888,False,0.4685179539627068,0.326171875,True,0.5178458315747163,0.14713475108146667,True,103.0,0.013766372627639668,1.0,0.013766372627639668,0.5409158176220495,0.026062550120288693,0.0,0.5783703411321496,0.12251182645559311,True,2151.0,0.28748997594226144,0.8210134821013482,0.2360331462175889,0.13632150375911062,0.435,1.0,16.0,0.0021384656508954825,1.0,0.0021384656508954825,0.825901393474196,0.0032076984763432237,0.0
1008,76_01,76,test,bright,P.aeruginosa,other,preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,processed_plate_strategy_b_circle/counting_mask/bright/1008.png,1416,758,204,202,1385,727,266,264,needs_review,consensus,False,3,0.0005447131696081179,0.5252317127602949,0.4602833347134808,70,0.001698699281692875,0.0707070707070707,False,0.5179160050431414,0.09380362182855606,True,0.5604001410943161,0.09709490090608597,True,62.0,0.0015045622209279752,1.0,0.0015045622209279752,0.15307873545455508,0.0036400698893418754,0.0,0.497378992143427,0.07787643373012543,True,70217.0,1.703965249466123,0.6100516968825214,1.0395068918656571,0.00687289764753556,0.5868079289131921,1.0,8.0,0.00019413706076490002,1.0,0.00019413706076490002,0.453947800845823,0.00038827412152980003,0.0
1008,15_02,15,test,bright,P.aeruginosa,other,preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,processed_plate_strategy_b_circle/counting_mask/bright/1008.png,453,1663,105,104,437,1647,137,136,needs_review,consensus,False,3,0.0002754820936639118,0.5379578891952808,0.4652795744108947,0,0.0,0.0,False,0.4957370671101531,0.357421875,True,0.5151022886310094,0.1292065531015396,True,53.0,0.004853479853479854,1.0,0.004853479853479854,0.5095877161491278,0.016666666666666666,0.0,0.6030343118446797,0.1085631251335144,True,2789.0,0.2554029304029304,0.8501254930082467,0.21712454212454213,0.046914110617585755,0.6480327576998398,1.0,26.0,0.002380952380952381,1.0,0.002380952380952381,0.6305066658070803,0.0057692307692307696,0.0
1008,11_02,11,test,bright,P.aeruginosa,other,preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,processed_plate_strategy_b_circle/counting_mask/bright/1008.png,873,1753,224,223,839,1719,292,291,needs_review,otsu,True,3,0.0,0.5468437684985822,0.4687375073994329,51,0.0010209801409352978,0.8947368421052632,False,0.564775660760247,0.341796875,True,0.550886608332109,0.1296170949935913,True,16.0,0.00032030749519538755,1.0,0.00032030749519538755,0.2142340555670787,0.0004804612427930814,0.0,0.5248690364033907,0.10748986899852753,True,343.0,0.006866591928251121,1.0,0.006866591928251121,0.4470242342264398,0.01475416399743754,0.0,51.0,0.0010209801409352978,1.0,0.0010209801409352978,0.11693830290820116,0.0011410954516335682,0.0
1002,140,140,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,1266,166,109,110,1250,150,141,142,needs_review,consensus,False,3,0.02651568766218448,0.5408292736683872,0.4756122001491194,562,0.04687239366138449,0.1773989898989899,False,0.49551527602010964,0.451171875,True,0.5506555956785888,0.20405693352222443,True,524.0,0.043703085904920766,1.0,0.043703085904920766,0.4967870861932056,0.08874061718098415,0.0,0.576316949306463,0.16855056583881378,True,10059.0,0.8389491242702252,0.7046426086092057,0.5911592994161802,0.34660357524056806,0.6699560166911018,1.0,38.0,0.00316930775646372,1.0,0.00316930775646372,0.636960062713235,0.007005838198498749,0.0
1002,25,25,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,229,1389,100,90,214,1374,130,120,needs_review,consensus,False,3,0.038489208633093526,0.5347338372014547,0.47736475790216465,642,0.07133333333333333,0.1621212121212121,False,0.5296176759253959,0.369140625,True,0.4922044444688006,0.19813400506973267,True,676.0,0.07511111111111111,0.9363905325443787,0.07033333333333333,0.9464540020136203,0.13368353344768438,0.0,0.5823793912101678,0.1642562448978424,True,8422.0,0.9357777777777778,0.6631441462835431,0.6205555555555555,0.07832495770887503,0.6147540983606558,1.0,10.0,0.0011111111111111111,1.0,0.0011111111111111111,0.3745367509040705,0.0022222222222222222,0.0
1008,63_02,63,test,bright,P.aeruginosa,other,preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,processed_plate_strategy_b_circle/counting_mask/bright/1008.png,1462,278,105,104,1446,262,137,136,needs_review,consensus,False,3,0.05430327868852459,0.5216751780499408,0.47767621876095995,318,0.02912087912087912,0.09306409130816505,False,0.5475499793760936,0.419921875,True,0.49577491360850134,0.19045981764793396,True,102.0,0.00934065934065934,1.0,0.00934065934065934,0.6727772948240512,0.016483516483516484,0.0,0.5217006411652274,0.16222257912158966,True,2372.0,0.21721611721611722,0.8199831365935919,0.17811355311355312,0.34715378837368693,0.6122828784119106,1.0,335.0,0.030677655677655676,0.9552238805970149,0.029304029304029304,0.49878388565571136,0.30511026481268266,0.0
1002,72,72,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,1611,1497,145,145,1589,1475,189,189,needs_review,consensus,False,3,0.021473085989215022,0.5637474361494427,0.4830145545560023,665,0.03162901307966706,0.2805907172995781,False,0.4705916212378714,0.478515625,True,0.5247648575373254,0.18556523323059082,True,646.0,0.030725326991676575,1.0,0.030725326991676575,0.5977155107868569,0.057074910820451845,0.0,0.6958858296731313,0.15442539751529694,True,12337.0,0.5867776456599286,0.8381292048309962,0.49179548156956004,0.06816269147899257,0.5885893452031018,1.0,11.0,0.0005231866825208086,1.0,0.0005231866825208086,0.8012475409501834,0.0011890606420927466,0.0
